,0,1,2
0,-23.60068721732427,33.060300572207716,0
1,20.361327395944418,37.38706691409166,1
2,2.8939165990698243,-9.721285588140349,2
3,-10.456963378617846,-13.406664556215187,2
4,-7.498307805235059,16.709472057876976,3
5,-5.869933064389458,1.1708858882664626,2
6,-40.87423005925757,-11.218061203183213,8
7,-10.35848818927428,-0.2253112618054028,6
8,11.039403418193523,-8.999310721052325,5
9,-1.5151819183233775,7.974723589375592,0
10,-10.872650685061142,20.60483752602529,3
11,2.0929414879408075,-6.712740803268687,4
12,-18.508828775642925,1.8572604535624218,4
13,-9.656043757008431,-9.6959848140955,6
14,-42.26758379826247,-5.344370338803667,8
15,10.533919048943247,-14.310440148832756,5
16,-18.9431964593538,-8.173613398442386,6
17,-7.17757443501005,18.744329747313056,3
18,-20.911228732455537,-7.814972098857392,6
19,-10.740381723409284,-11.582516739343612,4
20,-19.441986163544595,5.3238898646042,4
21,-18.987376672612644,-18.582267695571307,4
22,-5.073710366359981,-19.081065948424687,2
23,6.176883445301133,42.830768316234376,1
24,26.123208166347933,-1.9574023105733511,5
25,28.402532770910703,-24.279125537647253,7
26,-31.851030114578283,2.9082124467490167,8
27,-3.6016412348898594,-3.5132530498960923,4
28,-19.291317430859515,-1.3537667200229941,4
29,2.5264119498370836,40.29694859737405,1
30,26.758462934074405,-21.137524031287576,5
31,27.878424531395396,-13.843873621891914,7
32,28.521427394140574,-24.8093812061034,7
33,-33.39275954240155,5.608584729386138,8
34,17.537178100039124,31.697568166663864,1
35,-0.5791908448553461,10.566357492519558,0
36,5.331929897100467,-39.09689374021612,9
37,-42.59292268977275,-3.08081148817986,8
38,-9.22372606033969,28.179860521142636,0
39,-24.419264869298328,13.601526013580528,8
40,-3.925757888394508,-12.792582473800874,2
41,-31.370970650224503,20.422884840942018,0
42,-9.088148260519457,-7.7489390678825565,4
43,-30.496661917766808,-20.383162538383665,6
44,5.910315984256539,-4.479249148704384,2
45,-21.52433265356341,27.429415020721326,0
46,13.889730344043203,18.76249859743847,3
47,-16.00671835472346,14.668531495212118,3
48,-19.474132387636825,-29.264218816508464,2
49,14.660191217391054,18.457949436964043,3
50,0.5548537411410301,-12.976670449445775,2
51,-19.98976607350244,-5.456305924085798,2
52,-1.3539221816082194,-41.342229686536655,9
53,6.164532707047451,20.917720524904954,3
54,-27.46721460737103,28.892367129686125,0
55,6.707417361671379,-36.96318921151532,9
56,1.517276245115223,-35.9345646362313,9
57,-14.640211545980513,-26.038553068755913,4
58,-27.077113650802964,-2.1708567265755256,6
59,-3.3892482254349567,31.248940499091418,0
60,-20.377774254008923,-3.9998811089737023,4
